ENSGID	GENE	minP	meanP
ENSG00000260186	RP11-481J2.2	0.004882	0.3305
ENSG00000260187	RP11-439I14.1	0.01184	0.4691
ENSG00000260192	RP11-756H20.1	0.01097	0.3688
ENSG00000260193	RP11-83N9.5	0.00443	0.3324
ENSG00000260201	RP11-143N13.2	0.1857	0.1857
ENSG00000260209	RP11-680F20.10	0.03055	0.9143
ENSG00000260211	RP13-395E19.2	0.05499	0.5114
ENSG00000260219	RP11-347C12.10	0.02581	0.3956
ENSG00000260229	RP11-391L3.5	0.03166	0.06135
ENSG00000260230	FRRS1L	0.002347	0.06057
ENSG00000260232	PWRN4	0.042	0.5569
ENSG00000260248	RP11-143K11.1	0.009653	0.5086
ENSG00000260257	RP5-1085F17.3	3.494e-05	0.3595
ENSG00000260259	RP11-368I7.4	0.004617	0.1271
ENSG00000260260	RP11-304L19.5	0.3751	0.5819
ENSG00000260261	RP11-480A16.1	2.664e-10	0.5553
ENSG00000260262	RP11-440L14.3	0.4523	0.8788
ENSG00000260264	AC004125.3	0.0302	0.1182
ENSG00000260265	RP11-44F21.5	0.003259	0.6053
ENSG00000260266	CTD-2311M21.2	0.03932	0.7544
ENSG00000260274	RP11-817O13.8	0.00762	0.4205
ENSG00000260284	TPSP2	0.05406	0.1035
ENSG00000260290	CTD-2033A16.2	0.2207	0.9837
ENSG00000260298	RP11-429P3.4	0.009244	0.5859
ENSG00000260300	RP11-505K9.4	0.1064	0.9264
ENSG00000260302	RP11-973H7.1	0.001691	0.679
ENSG00000260303	RP11-203B7.2	0.01021	0.3461
ENSG00000260305	NTRK3-AS1	0.01739	0.8543
ENSG00000260306	RP11-645C24.5	0.0005094	0.8988
ENSG00000260311	RP11-586K12.10	0.2374	0.834
ENSG00000260317	RP11-48B3.4	0.002994	0.7143
ENSG00000260328	RP11-416I2.1	0.004513	0.5825
ENSG00000260331	RP11-111J6.2	0.08867	0.08867
ENSG00000260337	RP11-386M24.6	0.0005456	0.7238
ENSG00000260340	RP11-254F19.3	0.08231	0.2909
ENSG00000260357	DNM1P34	0.1148	0.6785
ENSG00000260359	RP11-4F5.2	0.03527	0.495
ENSG00000260360	RP11-533E19.5	0.006819	0.61
ENSG00000260362	RP11-297M9.1	0.007456	0.2111
ENSG00000260369	CTD-2526A2.2	0.01615	0.616
ENSG00000260377	RP11-646E18.4	0.07155	0.4736
ENSG00000260382	RP11-540B6.2	0.004623	0.1245
ENSG00000260388	LINC00562	0.007187	0.07935
ENSG00000260389	WBP11P1	0.1894	0.1894
ENSG00000260390	RP11-575I8.1	0.0002358	0.5942
ENSG00000260396	AC012065.7	0.0003016	0.07432
ENSG00000260402	RP11-56L13.1	0.2374	0.9932
ENSG00000260404	RP11-384K6.6	0.0009623	0.9174
ENSG00000260409	RP11-403B2.7	0.6881	0.973
ENSG00000260410	RP11-505K9.3	0.06441	0.09355
ENSG00000260416	RP5-963E22.5	0.02302	0.6196
ENSG00000260418	RP3-406A7.7	0.0007732	0.4098
ENSG00000260422	RP1-155D22.2	0.03784	0.8651
ENSG00000260423	RP13-735L24.1	0.005055	0.516
ENSG00000260427	RP11-488I20.5	0.02103	0.02103
ENSG00000260430	RP11-626G11.4	0.01578	0.1597
ENSG00000260431	RP11-382N13.6	0.2012	0.6527
ENSG00000260432	RP11-297M9.2	0.007693	0.235
ENSG00000260433	RP11-202D1.2	0.01051	0.0257
ENSG00000260438	RP11-405F3.2	0.09038	0.2327
ENSG00000260440	RP11-1096D5.1	0.02853	0.818
ENSG00000260448	RP11-449H11.1	0.05084	0.9463
ENSG00000260451	GEMIN8P2	0.02782	0.2579
ENSG00000260452	TPRKBP2	0.03213	0.03213
ENSG00000260454	RP11-367F23.2	0.02791	0.6595
ENSG00000260455	CASC14	0.007024	0.5192
ENSG00000260456	C16orf95	0.009544	0.9144
ENSG00000260459	FTLP14	0.01744	0.7355
ENSG00000260464	RP4-561L24.3	0.01085	0.4863
ENSG00000260468	RP11-27M24.3	0.00537	0.5536
ENSG00000260469	RP11-8P11.3	0.01212	0.4852
ENSG00000260470	RP11-834C11.11	0.02677	0.4567
ENSG00000260473	RP11-923I11.4	0.03163	0.5094
ENSG00000260477	RP11-553E24.2	0.05516	0.6205
ENSG00000260478	RP11-142G1.1	0.1507	0.3917
ENSG00000260482	CTD-2196E14.9	7.884e-06	0.6133
ENSG00000260484	RP11-1081M5.2	0.003574	0.9592
ENSG00000260490	RP11-265N6.3	0.03192	0.2191
ENSG00000260492	RP11-686F15.3	0.005479	0.2641
ENSG00000260494	AC002310.10	0.1103	0.1818
ENSG00000260496	RP11-161M6.3	0.2248	0.5596
ENSG00000260509	RP11-271M24.2	0.07588	0.6309
ENSG00000260517	RP11-426C22.5	0.01656	0.6174
ENSG00000260518	BMS1P8	0.02103	0.521
ENSG00000260521	CTD-2576F9.1	0.01322	0.9149
ENSG00000260523	RP11-483P21.3	0.02505	0.6442
ENSG00000260539	RP11-252A24.7	0.0005435	0.6883
ENSG00000260542	RP13-379O24.2	0.01721	0.4356
ENSG00000260549	MT1L	0.002595	0.2767
ENSG00000260551	PWRN2	0.02194	0.05515
ENSG00000260555	RP11-728K20.2	0.04601	0.9439
ENSG00000260558	RP11-63M22.1	0.05895	0.8333
ENSG00000260563	RP13-516M14.1	0.009013	0.6268
ENSG00000260569	RP11-669I1.1	0.0251	0.3239
ENSG00000260573	RP11-21B23.3	0.04342	0.4206
ENSG00000260576	RP11-390D11.2	0.09744	0.5748
ENSG00000260578	CTD-2541J13.1	0.01611	0.9976
ENSG00000260588	RP11-930P14.2	0.0009603	0.8221
ENSG00000260591	RP11-817O13.6	0.04887	0.2349
ENSG00000260597	AC012531.25	0.05196	0.8957
ENSG00000260604	RP1-140K8.5	0.0009419	0.5577
ENSG00000260613	RP3-522J7.6	0.0006212	0.9037
ENSG00000260619	RP11-775C24.3	0.03306	0.1791
ENSG00000260628	RP11-1166P10.1	0.009038	0.8821
ENSG00000260633	RP11-375I20.6	5e-05	0.2482
ENSG00000260634	RP11-521O16.1	0.005276	0.4797
ENSG00000260645	RP11-250B2.5	0.03322	0.827
ENSG00000260646	LA16c-385E7.1	0.02447	0.726
ENSG00000260655	CTA-250D10.23	2.799e-05	0.4291
ENSG00000260657	RP11-315D16.4	0.002059	0.1879
ENSG00000260658	RP11-368L12.1	0.006566	0.3169
ENSG00000260672	RP11-1006G14.1	0.1381	0.5178
ENSG00000260673	RP4-529N6.2	0.4736	0.6926
ENSG00000260674	RP11-591L14.2	0.122	0.6492
ENSG00000260677	RP11-546O6.4	0.1592	0.2031
ENSG00000260678	RP11-146F11.4	0.4454	0.832
ENSG00000260682	7SK	0.0248	0.2663
ENSG00000260685	RP11-326L17.1	0.02581	0.3238
ENSG00000260689	HNRNPA3P11	0.643	0.643
ENSG00000260693	AC026150.8	0.006238	0.578
ENSG00000260695	RP11-513N24.1	0.2436	0.9132
ENSG00000260698	RP11-439E19.9	0.002839	0.7291
ENSG00000260704	LINC00543	0.04898	0.922
ENSG00000260710	RP11-616M22.7	0.09078	0.4056
ENSG00000260721	AF067845.1	0.09892	0.3713
ENSG00000260725	AC005307.1	0.003264	0.9673
ENSG00000260727	SLC7A5P1	0.05605	0.1818
ENSG00000260743	RP11-255C15.3	0.006252	0.9171
ENSG00000260747	RP11-421N8.1	0.01058	0.1302
ENSG00000260750	RP11-482M8.1	0.02274	0.3805
ENSG00000260756	RP11-609N14.1	0.01612	0.6546
ENSG00000260758	RP11-553E24.3	0.01816	0.3051
ENSG00000260759	RP11-677O4.2	0.0905	0.7587
ENSG00000260760	PWRN3	0.007139	0.1061
ENSG00000260761	RP11-184E9.2	0.00134	0.3764
ENSG00000260762	RP11-143N13.1	0.03226	0.5028
ENSG00000260769	RP11-491F9.5	0.0004901	0.6666
ENSG00000260771	RP1-39J2.1	0.2265	0.4459
ENSG00000260776	RP11-114H24.2	0.008041	0.7951
ENSG00000260778	MIR940	0.009512	0.7845
ENSG00000260780	RP11-580I1.1	0.1377	0.392
ENSG00000260781	ARHGAP23P1	0.02103	0.02103
ENSG00000260784	AC026150.6	0.02126	0.4371
ENSG00000260787	RP11-797A18.4	0.02934	0.9431
ENSG00000260792	RP11-982M15.8	0.2621	0.8256
ENSG00000260799	KRT8P50	0.05145	0.5873
ENSG00000260804	RP11-566E18.3	0.003045	0.006039
ENSG00000260805	RP11-61J19.4	4.092e-05	0.1615
ENSG00000260807	RP11-161M6.2	0.00152	0.9455
ENSG00000260808	CTD-2007L18.5	0.004652	0.8623
ENSG00000260810	CTD-2547L24.4	0.03108	0.06096
ENSG00000260814	RP11-107F6.3	0.005573	0.9334
ENSG00000260823	RP11-249C24.10	0.09235	0.499
ENSG00000260837	RP11-434B12.1	0.0001473	0.9557
ENSG00000260838	RP11-531A24.3	0.001517	0.7865
ENSG00000260840	RP11-60H5.1	0.09819	0.6701
ENSG00000260844	RP11-578F21.9	0.01044	0.9203
ENSG00000260846	RP11-488I20.7	0.02103	0.02103
ENSG00000260850	RP11-437L7.1	0.006125	0.2125
ENSG00000260857	RP11-80F22.15	0.3704	0.4858
ENSG00000260868	RP11-394I13.1	0.06043	0.2951
ENSG00000260870	RP11-358M11.4	0.05214	0.05214
ENSG00000260874	RP11-715J22.4	0.02901	0.4257
ENSG00000260876	RP11-345M22.1	4.837e-05	0.4983
ENSG00000260877	RP11-211G23.2	0.007544	0.6786
ENSG00000260884	AC009120.5	0.01481	0.3709
ENSG00000260887	RP11-142G1.2	0.02129	0.8206
ENSG00000260895	RP11-554A11.7	0.01052	0.1387
ENSG00000260896	RP11-314O13.1	0.001252	0.4657
ENSG00000260897	DNM1P30	0.429	0.6858
ENSG00000260903	XKR7	0.009716	0.5687
ENSG00000260907	AC008088.4	0.005198	0.3008
ENSG00000260908	CTB-134H23.3	0.01656	0.6389
ENSG00000260910	LINC00565	0.003502	0.3539
ENSG00000260911	RP11-196G11.2	0.0001024	0.3475
ENSG00000260913	RP11-243E13.1	0.01136	0.614
ENSG00000260916	CCPG1	0.0007876	0.3093
ENSG00000260923	AC137934.1	0.09885	0.1884
ENSG00000260931	RP11-65L3.1	0.004041	0.1212
ENSG00000260943	RP11-476D10.1	0.03027	0.07656
ENSG00000260947	RP11-384P7.7	0.003574	0.8707
ENSG00000260951	RP5-978I12.1	0.002305	0.5919
ENSG00000260953	RP11-426C22.6	0.01221	0.2453
ENSG00000260959	RP11-350A1.2	0.2903	0.2903
ENSG00000260962	LINC00557	0.2107	0.2107
ENSG00000260971	RP11-504A18.1	0.002666	0.2635
ENSG00000260972	RP1-58B11.1	0.05408	0.05408
ENSG00000260973	RP11-105C19.2	0.0112	0.2861
ENSG00000260977	RP11-333I13.1	0.03249	0.9912
ENSG00000260979	RP11-77H9.8	0.002773	0.4818
ENSG00000260981	RP11-315A16.1	0.01699	0.642
ENSG00000260982	RP5-1077H22.2	0.01446	0.3374
ENSG00000260983	RP11-150D5.2	0.114	0.114
ENSG00000260987	RP11-423G4.7	0.001372	0.4179
ENSG00000260988	RP11-285A1.1	0.04442	0.6217
ENSG00000261005	CTB-58E17.1	0.002107	0.3138
ENSG00000261007	RP11-382N13.3	0.1683	0.251
ENSG00000261008	AC004158.2	0.1045	0.7075
ENSG00000261011	RP11-96C23.11	0.008019	0.2549
ENSG00000261012	RP11-116D2.1	0.1136	0.894
ENSG00000261019	RP11-111K18.2	0.004969	0.09015
ENSG00000261036	RP11-574H6.1	0.1671	0.4221
ENSG00000261037	CTC-471C19.1	0.003079	0.1318
ENSG00000261039	RP11-417E7.2	0.01031	0.3697
ENSG00000261043	MIR4313	0.1317	0.1665
ENSG00000261052	SULT1A3	0.1243	0.7964
ENSG00000261056	RP11-454F8.2	0.04637	0.7321
ENSG00000261064	RP11-1000B6.3	0.003111	0.1035
ENSG00000261068	RP11-7K24.3	0.02025	0.1425
ENSG00000261069	SNORD116-20	0.02621	0.8575
ENSG00000261070	RP11-554A11.8	0.01487	0.9008
ENSG00000261072	RP11-5N19.3	0.003087	0.8614
ENSG00000261076	RP11-179B15.6	0.01836	0.7644
ENSG00000261079	RP11-252A24.3	0.008355	0.6644
ENSG00000261082	RP11-345M22.3	0.015	0.5303
ENSG00000261083	RP11-93I21.3	0.7602	0.8109
ENSG00000261087	KB-1460A1.5	0.01165	0.9519
ENSG00000261088	RP11-61A14.3	0.003638	0.5024
ENSG00000261089	RP11-435I10.3	0.00875	0.6483
ENSG00000261090	RP11-20G6.2	0.006315	0.5945
ENSG00000261092	RP11-21B23.2	0.01493	0.8246
ENSG00000261095	RP11-899L11.1	0.01451	0.8489
ENSG00000261097	LINC00563	0.006403	0.75
ENSG00000261098	RP11-819C21.1	0.01272	0.9797
ENSG00000261104	RP11-734K21.5	0.0001311	0.9632
ENSG00000261115	TMEM178B	0.0002152	0.03526
ENSG00000261117	RP11-333O1.1	0.005949	0.9875
ENSG00000261121	RP11-496D24.2	0.0031	0.1765
ENSG00000261127	RP11-17M15.2	0.1809	0.3045
ENSG00000261135	RP4-798A10.7	0.03232	0.793
ENSG00000261143	RP11-114H24.5	0.01175	0.25
ENSG00000261159	RP11-723O4.9	3.099e-05	0.4102
ENSG00000261161	RP11-58A18.1	0.003166	0.1556
ENSG00000261166	RP11-775H9.3	0.2162	0.7254
ENSG00000261172	RP11-356C4.5	0.0408	0.351
ENSG00000261175	CTD-2015G9.2	0.000981	0.2856
ENSG00000261176	RP11-2L4.1	0.006758	0.8452
ENSG00000261177	RP11-805I24.1	0.01484	0.3683
ENSG00000261185	RP11-317P15.5	0.03414	0.3781
ENSG00000261190	C16orf97	0.002569	0.01303
ENSG00000261192	RNF126P1	0.01536	0.8477
ENSG00000261193	RP11-863P13.5	4.979e-05	0.08593
ENSG00000261194	RP11-704C2.1	0.05601	0.1188
ENSG00000261204	AC004449.6	0.006275	0.1971
ENSG00000261208	RP11-452D12.1	0.007132	0.6394
ENSG00000261209	RP11-443K8.1	0.01119	0.01119
ENSG00000261210	CLEC19A	0.08723	0.1304
ENSG00000261211	RP1-80N2.3	0.08681	0.3664
ENSG00000261217	RP11-598D12.3	0.02103	0.02103
ENSG00000261218	RP11-960L18.1	0.13	0.6492
ENSG00000261220	RP11-629O1.2	0.01083	0.03785
ENSG00000261222	CTD-2006K23.1	0.001441	0.08785
ENSG00000261229	RP11-38G5.4	0.01388	0.2008
ENSG00000261239	ANKRD26P1	0.07733	0.3001
ENSG00000261241	RP11-883G14.1	0.00116	0.7197
ENSG00000261244	RP11-114H24.7	0.01335	0.6715
ENSG00000261245	RP11-120K18.3	0.1397	0.1473
ENSG00000261247	GOLGA8T	0.005902	0.7068
ENSG00000261252	RP11-318L16.6	0.005579	0.1982
ENSG00000261260	CTD-2520I13.1	0.002008	0.00229
ENSG00000261265	CTD-2515H24.4	0.1326	0.4102
ENSG00000261268	RP11-308D13.3	0.001051	0.865
ENSG00000261272	MUC22	0.01374	0.9142
ENSG00000261275	RP11-760D2.11	0.006127	0.4281
ENSG00000261280	CTD-3105H18.13	0.05636	0.4772
ENSG00000261296	RP11-299H22.6	0.8224	0.9021
ENSG00000261299	RP11-80F22.11	0.3704	0.521
ENSG00000261303	RP11-160C18.2	0.01551	0.7779
ENSG00000261304	CTD-2125J1.1	0.08422	0.6674
ENSG00000261308	RP11-923I11.7	0.08363	0.8082
ENSG00000261319	RP11-279O17.1	0.008527	0.8373
ENSG00000261326	RP5-1057J7.6	0.002239	0.6488
ENSG00000261327	RP11-863P13.3	0.005656	0.7527
ENSG00000261334	RP11-65J3.14	0.093	0.8459
ENSG00000261340	RP11-215H22.1	0.002818	0.836
ENSG00000261341	CTD-2568A17.1	0.007586	0.4325
ENSG00000261347	AP000439.5	0.02009	0.9552
ENSG00000261348	RP11-510M2.1	0.07415	0.209
ENSG00000261349	RP3-465N24.5	6.695e-06	0.3258
ENSG00000261353	CTA-14H9.5	0.004407	0.7851
ENSG00000261363	RP11-134D3.2	0.1098	0.2524
ENSG00000261375	RP11-632K20.6	0.03974	0.303
ENSG00000261377	RP11-578F21.12	0.02792	0.3433
ENSG00000261386	CTD-2012K14.6	0.4139	0.4188
ENSG00000261390	RP11-345M22.2	4.837e-05	0.2924
ENSG00000261402	RP11-378I6.1	0.00196	0.4655
ENSG00000261404	AC009120.4	0.002409	0.09285
ENSG00000261411	RP11-268G13.1	0.03664	0.9243
ENSG00000261418	RP11-529J17.3	0.1276	0.5338
ENSG00000261419	RP11-57A19.4	0.04637	0.9836
ENSG00000261423	RP11-1007O24.3	0.01625	0.717
ENSG00000261425	RP11-709B3.2	0.02385	0.4356
ENSG00000261429	DPPA2P4	0.02156	0.02156
ENSG00000261433	CTC-297N7.1	0.09614	0.1452
ENSG00000261445	RP11-80F22.4	0.5059	0.7012
ENSG00000261446	LINC00559	0.06925	0.3456
ENSG00000261447	RP11-109D9.4	0.2265	0.6789
ENSG00000261452	RP11-509E16.1	0.02997	0.4063
ENSG00000261453	RP11-565N2.1	0.08827	0.8584
ENSG00000261455	LINC01003	0.001751	0.4714
ENSG00000261457	AC002519.6	0.2589	0.3872
ENSG00000261458	RP11-787D11.1	0.04259	0.4452
ENSG00000261461	UBE2MP1	0.1307	0.1307
ENSG00000261462	CTA-254O6.1	0.163	0.7326
ENSG00000261466	RP11-23E10.2	0.1134	0.521
ENSG00000261467	RP11-731K22.1	0.02391	0.3416
ENSG00000261472	RP11-467I17.1	0.03911	0.522
ENSG00000261474	RP11-452L6.1	0.5082	0.8561
ENSG00000261475	CTD-2014E2.6	0.01473	0.05014
ENSG00000261478	RP11-429B14.4	0.002122	0.2959
ENSG00000261480	RP11-578F21.6	0.0706	0.5349
ENSG00000261504	RP11-317P15.4	0.03951	0.4925
ENSG00000261512	RP11-46D6.1	0.07733	0.4337
ENSG00000261514	RP11-527L4.2	0.002811	0.003117
ENSG00000261519	Y_RNA	0.1316	0.6715
ENSG00000261521	RP11-408H20.1	0.01105	0.01105
ENSG00000261526	CTB-31O20.2	0.002648	0.8616
ENSG00000261527	RP11-343C2.10	0.01744	0.2284
ENSG00000261528	AC002400.1	2.11e-05	0.2973
ENSG00000261542	RP11-16E18.3	0.06945	0.8244
ENSG00000261548	HLA-P	0.00339	0.009537
ENSG00000261549	RP11-320A16.1	0.1897	0.9166
ENSG00000261555	CTD-3229J4.1	0.06913	0.3834
ENSG00000261556	RP11-296I10.6	0.002134	0.1714
ENSG00000261557	EEF1A1P38	0.3391	0.521
ENSG00000261558	CTD-2291D10.2	0.04214	0.9158
ENSG00000261559	RP11-1H8.3	0.0004647	0.7338
ENSG00000261567	RP11-680G10.1	0.1449	0.7226
ENSG00000261568	RP11-524C21.2	0.000835	0.2777
ENSG00000261575	RP11-259G18.1	0.00191	0.3118
ENSG00000261584	RP11-457M11.5	0.00252	0.5761
ENSG00000261586	RP11-923I11.6	0.006722	0.2253
ENSG00000261588	AC002310.17	0.1779	0.9932
ENSG00000261589	CTC-462L7.1	0.002175	0.4614
ENSG00000261594	TPBGL	0.0197	0.6128
ENSG00000261598	RP11-107D24.2	0.1179	0.1276
ENSG00000261603	PRSS46	0.04032	0.5631
ENSG00000261609	GAN	0.002655	0.4983
ENSG00000261614	YBX3P1	0.1507	0.2154
ENSG00000261615	CTD-2291D10.1	0.1693	0.7383
ENSG00000261617	RP11-243A14.1	0.002773	0.9905
ENSG00000261618	RP11-79H23.3	0.03835	0.1794
ENSG00000261621	RP11-580I1.2	0.007139	0.4452
ENSG00000261622	RP11-484P15.1	0.09105	0.09105
ENSG00000261628	RP11-540B6.3	0.005902	0.02199
ENSG00000261636	CTA-249B10.1	0.2166	0.2166
ENSG00000261642	RP11-309H21.3	0.1713	0.2081
ENSG00000261647	IMPDH1P11	0.02773	0.1889
ENSG00000261652	C15orf65	0.0002342	0.6522
ENSG00000261666	LINC00560	0.09714	0.09714
ENSG00000261667	RP11-520P18.5	0.01658	0.7569
ENSG00000261670	RP11-1C8.5	0.136	0.6401
ENSG00000261671	RP11-573G6.6	0.2921	0.3406
ENSG00000261672	RP11-475B2.1	0.01482	0.2777
ENSG00000261685	RP11-401P9.4	0.01933	0.9433
ENSG00000261689	AGGF1P4	0.521	0.521
ENSG00000261696	RP11-354P17.15	0.004472	0.3661
ENSG00000261701	HPR	0.0008346	0.5431
ENSG00000261705	RP11-61A14.2	0.01847	0.3153
ENSG00000261706	AP001505.9	0.01807	0.9837
ENSG00000261708	DNM1P32	0.1301	0.2302
ENSG00000261710	RP11-953B20.1	0.0392	0.3544
ENSG00000261711	RP11-80F22.9	0.3704	0.3704
ENSG00000261712	RP11-358L4.1	0.01533	0.6698
ENSG00000261722	RP11-679B19.2	0.00889	0.2758
ENSG00000261728	RP11-307O13.1	0.003288	0.3828
ENSG00000261738	RP11-945C19.1	0.03741	0.2633
ENSG00000261739	GOLGA8S	0.021	0.106
ENSG00000261742	LINC00922	0.04626	0.8536
ENSG00000261749	RP11-152O14.1	0.08031	0.6195
ENSG00000261754	CTC-523E23.1	0.000263	0.8177
ENSG00000261757	AC005592.3	0.002708	0.224
ENSG00000261760	RP11-1223D19.1	0.01964	0.6235
ENSG00000261761	RP11-103J17.2	0.007423	0.06978
ENSG00000261770	CTC-459F4.1	0.003264	0.7905
ENSG00000261781	RP11-174G17.2	0.0346	0.5188
ENSG00000261786	RP4-555D20.2	0.01419	0.9916
ENSG00000261787	TCF24	0.04474	0.8168
ENSG00000261788	RP11-480G7.1	0.1008	0.1008
ENSG00000261794	GOLGA8H	0.004223	0.2851
ENSG00000261795	RP11-90P13.1	0.001637	0.004369
ENSG00000261803	RP11-434E6.2	0.06725	0.7893
ENSG00000261804	RP11-44F14.2	0.04471	0.4027
ENSG00000261811	RP11-382N13.2	0.2442	0.3232
ENSG00000261819	RP11-680G24.4	0.06096	0.91
ENSG00000261823	RP11-48G14.1	0.004135	0.004135
ENSG00000261824	LINC00662	0.0006222	0.1306
ENSG00000261831	RP11-533E19.2	0.00762	0.587
ENSG00000261839	RP1-265C24.8	0.04347	0.1473
ENSG00000261857	MIA	0.01951	0.162
ENSG00000261863	RP11-141J13.5	0.004228	0.2812
ENSG00000261868	RP11-104O19.2	0.2023	0.214
ENSG00000261888	AC144831.1	0.009013	0.5152
ENSG00000261889	RP11-473M20.16	0.02784	0.07874
ENSG00000261925	RP11-388M20.9	0.0001024	0.02408
ENSG00000261934	PCDHGA9	0.1966	0.1966
ENSG00000261963	RP11-74E22.4	0.05331	0.9332
ENSG00000261970	RP11-342L8.2	0.09504	0.6227
ENSG00000261997	RP11-212I21.4	0.01895	0.6842
ENSG00000262003	RP11-676J12.7	0.00578	0.7308
ENSG00000262006	RP11-700H6.4	0.01528	0.5179
ENSG00000262031	RP11-63A1.2	0.0009135	0.6653
ENSG00000262039	RP11-81K2.1	0.007725	0.1175
ENSG00000262052	RP11-763E3.1	0.01026	0.1555
ENSG00000262074	SNORD3B-2	0.00313	0.4554
ENSG00000262081	IL9RP4	0.1091	0.6354
ENSG00000262089	RP11-589P10.5	0.003359	0.4232
ENSG00000262096	PCDHB19P	0.08141	0.2584
ENSG00000262097	CTD-2135D7.5	0.02515	0.02515
ENSG00000262098	CTD-2561B21.10	0.0514	0.9379
ENSG00000262106	OR1D3P	0.05331	0.9297
ENSG00000262118	RP11-433P17.3	7.111e-05	0.1696
ENSG00000262140	RP11-417N10.3	0.1383	0.3298
ENSG00000262152	LINC00514	0.05445	0.7609
ENSG00000262155	RP11-266L9.5	0.0001328	0.8048
ENSG00000262165	RP11-81A22.5	0.002104	0.4955
ENSG00000262179	RP1-302G2.5	0.0215	0.5835
ENSG00000262180	OCLM	0.0008915	0.8562
ENSG00000262188	RP11-353N14.4	0.03546	0.1703
ENSG00000262194	CTD-3195I5.5	0.06666	0.1747
ENSG00000262202	SNORD3D	0.005198	0.3034
ENSG00000262209	PCDHGB3	0.1471	0.7591
ENSG00000262223	RP11-1055B8.3	0.0005111	0.9365
ENSG00000262246	CORO7	0.001589	0.4159
ENSG00000262248	RP11-235E17.5	0.3047	0.3047
ENSG00000262267	U95743.1	0.1511	0.4985
ENSG00000262316	RP11-433P17.1	0.007403	0.3751
ENSG00000262322	RP11-109M19.2	0.5119	0.5964
ENSG00000262333	HNRNPA1P16	0.1392	0.6732
ENSG00000262370	RP11-473M20.9	0.01317	0.9103
ENSG00000262381	CTD-2318B16.1	0.3611	0.3611
ENSG00000262395	RP11-515E23.2	0.6965	0.9885
ENSG00000262412	RP11-85G18.6	0.05796	0.5285
ENSG00000262454	RP11-65J21.3	0.01738	0.1098
ENSG00000262468	RP11-95P2.1	7.111e-05	0.7176
ENSG00000262470	TVP23CP2	0.06275	0.1041
ENSG00000262484	CTC-360G5.1	0.004944	0.7215
ENSG00000262488	RP11-876N24.1	0.09238	0.6796
ENSG00000262497	AC002128.4	0.03009	0.3509
ENSG00000262500	RP11-259G18.2	0.0009135	0.7849
ENSG00000262503	RP11-530N7.2	0.002104	0.5085
ENSG00000262521	AJ003147.8	0.04917	0.1023
ENSG00000262539	RP11-259G18.3	0.0009135	0.3424
ENSG00000262543	RP3-422G23.4	0.2981	0.7101
ENSG00000262576	PCDHGA4	0.1408	0.2487
ENSG00000262583	RP11-77K12.5	0.02033	0.6606
ENSG00000262585	RP11-353N14.5	0.03018	0.4301
ENSG00000262587	RP11-266L9.4	0.001283	0.05997
ENSG00000262601	CTC-786C10.1	0.008764	0.9347
ENSG00000262619	LINC00621	0.1249	0.157
ENSG00000262636	CTD-3088G3.4	0.04565	0.05709
ENSG00000262663	RP11-497H17.1	0.009013	0.1015
ENSG00000262681	RP11-311F12.1	0.01447	0.4229
ENSG00000262686	AC005356.1	0.02279	0.1963
ENSG00000262700	RP11-266L9.3	0.002759	0.4316
ENSG00000262708	RP11-411G7.2	0.005791	0.009247
ENSG00000262714	RP11-44F14.8	0.04033	0.8258
ENSG00000262728	AC123768.4	0.01294	0.5651
ENSG00000262756	AC009133.21	0.04716	0.7978
ENSG00000262758	CTD-3195I5.1	0.05208	0.763
ENSG00000262772	RP11-353N14.2	0.002379	0.8127
ENSG00000262801	U91319.1	0.001535	0.2458
ENSG00000262814	MRPL12	0.04965	0.2142
ENSG00000262837	RP11-304F15.7	0.04398	0.5048
ENSG00000262855	RP11-46I8.4	0.004228	0.4786
ENSG00000262870	CYCSP40	0.02842	0.4248
ENSG00000262873	CTD-2561B21.11	0.0005111	0.2632
ENSG00000262874	CTD-2616J11.4	0.00996	0.4008
ENSG00000262877	RP11-1055B8.4	0.0005111	0.1043
ENSG00000262890	RP11-424M24.5	0.07254	0.2023
ENSG00000262898	AC139099.4	0.04509	0.2603
ENSG00000262904	RP11-144N1.1	0.03874	0.2873
ENSG00000262943	ALOX12P2	0.01749	0.9768
ENSG00000262951	RP11-670E13.2	0.02034	0.9569
ENSG00000262959	LA16c-321D4.1	0.2025	0.2534
ENSG00000262973	RP11-708H21.4	0.0004815	0.1817
ENSG00000263002	ZNF234	0.005064	0.3459
ENSG00000263004	RP11-166P13.3	0.001869	0.3805
ENSG00000263006	ROCK1P1	0.0001238	0.2719
ENSG00000263033	RP11-396B14.2	0.003848	0.6283
ENSG00000263050	RP11-667K14.3	0.01584	0.8256
ENSG00000263063	RP11-388C12.1	0.0005111	0.0005111
ENSG00000263082	CTD-2034I21.2	0.002031	0.02096
ENSG00000263105	RP11-95P2.3	0.0006938	0.07791
ENSG00000263110	RP11-189E14.3	0.01775	0.9531
ENSG00000263142	LRRC37A17P	0.0009135	0.4152
ENSG00000263146	RP11-849I19.1	0.03248	0.8878
ENSG00000263154	RP11-1055B8.2	0.08724	0.09015
ENSG00000263155	MYZAP	0.09237	0.5517
ENSG00000263164	RP11-333E1.2	0.01624	0.9252
ENSG00000263177	RP11-433P17.2	0.0232	0.1988
ENSG00000263179	HNRNPCP4	0.00198	0.6324
